,age,job,marital,education,housing,contact,month,day_of_week,duration,previous,poutcome,y,Promotion
71,2,4,0,6,2,1,6,1,2,0,1,0,Not Received
72,2,0,1,6,2,1,6,1,2,0,1,0,Not Received
73,3,11,1,7,0,1,6,1,3,0,1,0,Received
74,2,0,1,6,2,1,6,1,3,0,1,0,Received
75,2,1,0,0,2,1,6,1,5,0,1,1,Received
76,3,9,1,6,0,1,6,1,4,0,1,0,Received
77,2,7,1,3,2,1,6,1,4,0,1,0,Received
78,3,4,1,7,2,1,6,1,3,0,1,0,Received
79,2,1,1,2,0,1,6,1,3,0,1,0,Received
80,3,1,1,0,2,1,6,1,3,0,1,0,Received
81,3,1,1,0,1,1,6,1,3,0,1,0,Received
82,2,0,1,3,0,1,6,1,2,0,1,0,Not Received
83,3,2,1,6,2,1,6,1,5,0,1,1,Received
84,2,9,2,6,0,1,6,1,1,0,1,0,Not Received
85,1,0,0,3,0,1,6,1,3,0,1,0,Received
86,2,4,1,1,0,1,6,1,4,0,1,0,Received
87,2,0,1,6,2,1,6,1,3,0,1,0,Received
88,3,9,1,2,0,1,6,1,5,0,1,1,Received
89,2,0,1,3,2,1,6,1,3,0,1,0,Received
90,2,0,1,6,2,1,6,1,2,0,1,0,Not Received
91,3,11,1,7,2,1,6,1,1,0,1,0,Not Received
92,3,0,1,7,0,1,6,1,3,0,1,0,Received
93,2,10,1,2,0,1,6,1,4,0,1,0,Received
94,2,1,1,1,0,1,6,1,4,0,1,0,Received
95,2,7,1,5,2,1,6,1,3,0,1,0,Received
96,2,4,1,6,0,1,6,1,4,0,1,0,Received
97,3,0,0,6,0,1,6,1,3,0,1,0,Received
98,2,9,2,5,0,1,6,1,3,0,1,0,Received
99,2,1,1,1,0,1,6,1,3,0,1,0,Received
100,3,7,1,7,2,1,6,1,3,0,1,0,Received
101,3,1,1,0,0,1,6,1,1,0,1,0,Not Received
102,3,7,1,7,0,1,6,1,4,0,1,0,Received
103,3,0,0,6,0,1,6,1,3,0,1,0,Received
104,3,0,0,6,0,1,6,1,3,0,1,0,Received
105,2,7,2,3,0,1,6,1,1,0,1,0,Not Received
106,2,3,1,1,2,1,6,1,3,0,1,0,Received
107,2,0,1,3,2,1,6,1,2,0,1,0,Not Received
108,2,2,1,7,2,1,6,1,3,0,1,0,Received
109,2,9,1,7,2,1,6,1,4,0,1,0,Received
110,3,5,0,6,0,1,6,1,4,0,1,0,Received
111,3,10,1,0,0,1,6,1,5,0,1,0,Received
112,2,7,0,3,2,1,6,1,3,0,1,0,Received
113,3,1,1,2,2,1,6,1,3,0,1,0,Received
114,2,4,1,6,0,1,6,1,4,0,1,0,Received
115,2,1,1,3,0,1,6,1,3,0,1,0,Received
116,3,0,0,6,0,1,6,1,3,0,1,0,Received
117,3,1,0,7,2,1,6,1,4,0,1,0,Received
118,3,0,1,7,2,1,6,1,4,0,1,0,Received
119,3,1,0,0,2,1,6,1,2,0,1,0,Not Received
120,2,1,1,3,2,1,6,1,1,0,1,0,Not Received
121,3,1,0,3,0,1,6,1,4,0,1,0,Received
122,2,7,1,3,0,1,6,1,2,0,1,0,Not Received
123,2,9,1,3,2,1,6,1,1,0,1,0,Not Received
124,1,0,1,6,2,1,6,1,2,0,1,0,Not Received
125,2,0,1,6,0,1,6,1,3,0,1,0,Received
126,3,0,1,1,0,1,6,1,1,0,1,0,Not Received
127,1,9,0,5,2,1,6,1,1,0,1,0,Not Received
128,3,5,1,0,2,1,6,1,1,0,1,0,Not Received
129,2,9,1,5,2,1,6,1,4,0,1,1,Received
130,2,1,1,1,2,1,6,1,2,0,1,0,Not Received
131,2,9,1,5,0,1,6,1,5,0,1,0,Received
132,2,1,1,7,2,1,6,1,3,0,1,0,Received
133,2,1,1,1,2,1,6,1,4,0,1,0,Received
134,3,4,1,6,0,1,6,1,3,0,1,0,Received
135,2,4,0,6,0,1,6,1,3,0,1,0,Received
136,2,3,1,0,0,1,6,1,1,0,1,0,Not Received
137,3,1,1,0,0,1,6,1,1,0,1,0,Not Received
138,2,7,1,3,2,1,6,1,2,0,1,0,Not Received
139,2,1,1,2,2,1,6,1,4,0,1,1,Received
140,2,10,2,6,2,1,6,1,3,0,1,0,Received
141,3,4,1,7,2,1,6,1,1,0,1,0,Not Received
142,2,4,1,6,2,1,6,1,3,0,1,0,Received
143,3,1,1,0,2,1,6,1,2,0,1,0,Not Received
144,2,11,0,3,2,1,6,1,1,0,1,0,Not Received
145,2,1,1,0,2,1,6,1,4,0,1,0,Received
146,2,1,1,0,0,1,6,1,4,0,1,0,Received
147,2,0,2,3,2,1,6,1,4,0,1,0,Received
148,2,0,1,6,2,1,6,1,2,0,1,0,Not Received
149,3,1,1,0,2,1,6,1,1,0,1,0,Not Received
150,3,1,1,2,0,1,6,1,3,0,1,0,Received
151,3,2,1,7,2,1,6,1,1,0,1,0,Not Received
152,2,7,0,3,2,1,6,1,1,0,1,0,Not Received
153,3,2,1,7,0,1,6,1,3,0,1,0,Received
154,2,1,1,7,2,1,6,1,2,0,1,0,Not Received
155,2,1,1,2,2,1,6,1,1,0,1,0,Not Received
156,3,1,1,7,2,1,6,1,1,0,1,0,Not Received
157,3,1,1,7,0,1,6,1,3,0,1,0,Received
158,2,9,2,5,2,1,6,1,3,0,1,0,Received
159,3,7,1,3,0,1,6,1,4,0,1,0,Received
160,1,4,2,6,2,1,6,1,2,0,1,0,Not Received
161,2,1,2,2,2,1,6,1,2,0,1,0,Not Received
162,2,1,1,2,0,1,6,1,1,0,1,0,Not Received
163,2,1,1,2,0,1,6,1,4,0,1,0,Received
164,2,7,0,3,0,1,6,1,5,0,1,0,Received
165,2,2,1,1,0,1,6,1,1,0,1,0,Not Received
166,2,7,1,3,2,1,6,1,4,0,1,0,Received
167,3,0,0,7,0,1,6,1,2,0,1,0,Not Received
168,2,1,1,7,0,1,6,1,2,0,1,0,Not Received
169,3,4,0,6,2,1,6,1,5,0,1,0,Received
170,2,1,1,3,0,1,6,1,3,0,1,0,Received
171,2,7,1,3,0,1,6,1,4,0,1,0,Received
172,2,9,1,6,2,1,6,1,3,0,1,0,Received
173,2,0,2,6,0,1,6,1,3,0,1,0,Received
174,2,7,1,3,0,1,6,1,1,0,1,0,Not Received
175,2,4,1,2,0,1,6,1,2,0,1,0,Not Received
176,2,7,1,3,2,1,6,1,2,0,1,0,Not Received
177,3,0,2,1,0,1,6,1,3,0,1,0,Received
178,1,7,1,3,2,1,6,1,1,0,1,0,Not Received
179,2,1,1,2,0,1,6,1,3,0,1,0,Received
180,2,9,1,3,0,1,6,1,3,0,1,0,Received
181,2,1,1,1,2,1,6,1,3,0,1,0,Received
182,2,1,1,2,2,1,6,1,5,0,1,1,Received
183,2,0,1,6,2,1,6,1,3,0,1,0,Received
184,3,1,1,0,0,1,6,1,1,0,1,0,Not Received
185,3,4,1,6,0,1,6,1,4,0,1,0,Received
186,3,9,1,1,0,1,6,1,3,0,1,0,Received
187,3,5,1,3,0,1,6,1,2,0,1,0,Not Received
188,3,1,1,0,0,1,6,1,3,0,1,0,Received
189,2,0,1,6,2,1,6,1,2,0,1,0,Not Received
190,2,9,1,5,0,1,6,1,4,0,1,0,Received
191,2,1,2,2,2,1,6,1,2,0,1,0,Not Received
192,2,4,0,6,0,1,6,1,1,0,1,0,Not Received
193,2,9,1,6,0,1,6,1,3,0,1,0,Received
194,2,1,2,2,2,1,6,1,1,0,1,0,Not Received
195,3,1,1,0,2,1,6,1,5,0,1,0,Received
196,2,0,1,3,2,1,6,1,3,0,1,0,Received
197,2,1,2,2,0,1,6,1,3,0,1,0,Received
198,2,0,1,2,2,1,6,1,5,0,1,0,Received
199,2,1,1,1,2,1,6,1,5,0,1,0,Received
200,2,7,1,3,0,1,6,1,2,0,1,0,Not Received
201,1,7,2,1,0,1,6,1,2,0,1,0,Not Received
202,2,1,1,3,2,1,6,1,4,0,1,0,Received
203,2,0,1,7,0,1,6,1,3,0,1,0,Received
204,2,1,1,2,2,1,6,1,2,0,1,0,Not Received
205,2,8,2,6,0,1,6,1,3,0,1,0,Received
206,2,8,2,6,2,1,6,1,3,0,1,0,Received
207,2,10,1,5,0,1,6,1,1,0,1,0,Not Received
208,2,7,2,0,0,1,6,1,3,0,1,0,Received
209,2,8,2,6,2,1,6,1,3,0,1,0,Received
210,2,8,2,2,2,1,6,1,3,0,1,0,Received
211,3,3,0,6,0,1,6,1,3,0,1,0,Received
212,3,0,1,6,0,1,6,1,4,0,1,0,Received
213,3,5,1,7,0,1,6,1,4,0,1,0,Received
214,2,1,1,5,2,1,6,1,4,0,1,0,Received
215,2,3,1,0,2,1,6,1,4,0,1,0,Received
216,1,1,2,7,2,1,6,1,3,0,1,0,Received
217,1,1,2,7,2,1,6,1,4,0,1,0,Received
218,3,3,1,0,0,1,6,1,3,0,1,0,Received
219,2,7,1,3,0,1,6,1,4,0,1,0,Received
220,2,0,1,3,2,1,6,1,3,0,1,0,Received
221,2,9,1,7,0,1,6,1,4,0,1,0,Received
222,2,7,2,1,2,1,6,1,3,0,1,0,Received
223,2,9,1,0,2,1,6,1,3,0,1,0,Received
224,2,9,1,2,0,1,6,1,2,0,1,0,Not Received
225,3,5,1,6,0,1,6,1,2,0,1,0,Not Received
226,2,9,1,6,0,1,6,1,1,0,1,0,Not Received
227,2,0,2,6,0,1,6,1,3,0,1,0,Received
228,2,5,1,0,0,1,6,1,4,0,1,0,Received
229,2,1,1,0,2,1,6,1,2,0,1,0,Not Received
230,2,0,1,5,2,1,6,1,4,0,1,0,Received
231,3,7,0,5,2,1,6,1,2,0,1,0,Not Received
232,1,4,0,0,2,1,6,1,2,0,1,0,Not Received
233,2,0,1,3,0,1,6,1,4,0,1,0,Received
234,3,6,1,6,0,1,6,1,2,0,1,0,Not Received
235,2,0,1,5,2,1,6,1,3,0,1,0,Received
236,3,1,1,0,0,1,6,1,2,0,1,0,Not Received
237,3,0,1,3,0,1,6,1,2,0,1,0,Not Received
238,2,7,1,3,0,1,6,1,3,0,1,0,Received
239,2,4,1,6,0,1,6,1,3,0,1,0,Received
240,3,5,1,3,0,1,6,1,3,0,1,0,Received
241,2,9,2,5,0,1,6,1,2,0,1,0,Not Received
242,2,4,1,6,2,1,6,1,1,0,1,0,Not Received
243,2,7,2,2,0,1,6,1,5,0,1,0,Received
244,1,9,1,6,0,1,6,1,1,0,1,0,Not Received
245,2,7,0,7,0,1,6,1,3,0,1,0,Received
246,1,9,2,5,0,1,6,1,1,0,1,0,Not Received
247,2,9,2,3,2,1,6,1,2,0,1,0,Not Received
248,2,1,2,3,0,1,6,1,4,0,1,0,Received
249,2,7,2,3,0,1,6,1,5,0,1,0,Received
250,2,9,0,5,0,1,6,1,2,0,1,0,Not Received
251,2,1,1,0,2,1,6,1,3,0,1,0,Received
252,3,7,1,1,2,1,6,1,2,0,1,0,Not Received
253,2,9,1,5,2,1,6,1,3,0,1,0,Received
254,1,7,1,7,0,1,6,1,4,0,1,0,Received
255,3,7,1,3,2,1,6,1,4,0,1,0,Received
256,3,1,1,2,2,1,6,1,2,0,1,0,Not Received
257,2,4,1,2,0,1,6,1,1,0,1,0,Not Received
258,2,9,1,7,2,1,6,1,3,0,1,0,Received
259,2,0,1,3,0,1,6,1,1,0,1,0,Not Received
260,2,0,1,3,0,1,6,1,3,0,1,0,Received
261,1,1,2,1,1,1,6,1,2,0,1,0,Not Received
262,2,9,1,3,0,1,6,1,4,0,1,0,Received
263,2,0,0,2,0,1,6,1,1,0,1,0,Not Received
264,2,0,1,6,0,1,6,1,1,0,1,0,Not Received
265,1,1,2,1,0,1,6,1,4,0,1,0,Received
266,2,6,2,6,2,1,6,1,2,0,1,0,Not Received
267,1,8,2,6,0,1,6,1,4,0,1,0,Received
268,3,4,0,6,0,1,6,1,4,0,1,0,Received
269,2,6,1,0,0,1,6,1,1,0,1,0,Not Received
270,3,10,1,3,2,1,6,1,2,0,1,0,Not Received
271,2,4,0,6,0,1,6,1,1,0,1,0,Not Received
272,3,3,1,2,0,1,6,1,2,0,1,0,Not Received
273,1,0,2,3,0,1,6,1,4,0,1,0,Received
274,3,3,2,3,2,1,6,1,2,0,1,0,Not Received
275,3,1,1,2,0,1,6,1,4,0,1,0,Received
276,2,7,1,3,0,1,6,1,5,0,1,0,Received
277,3,1,1,0,0,1,6,1,1,0,1,0,Not Received
278,2,9,2,2,0,1,6,1,1,0,1,0,Not Received
279,3,5,1,5,0,1,6,1,2,0,1,0,Not Received
280,2,1,1,1,0,1,6,1,1,0,1,0,Not Received
281,3,9,1,0,2,1,6,1,2,0,1,0,Not Received
282,3,0,1,2,0,1,6,1,3,0,1,0,Received
283,2,1,1,2,2,1,6,1,1,0,1,0,Not Received
284,2,1,0,2,2,1,6,1,3,0,1,0,Received
285,2,1,0,1,0,1,6,1,1,0,1,0,Not Received
286,2,3,1,2,2,1,6,1,5,0,1,1,Received
287,2,0,2,3,2,1,6,1,1,0,1,0,Not Received
288,3,1,1,7,2,1,6,1,1,0,1,0,Not Received
289,2,7,1,3,0,1,6,1,3,0,1,0,Received
290,2,4,0,6,2,1,6,1,2,0,1,0,Not Received
291,1,0,1,3,2,1,6,1,3,0,1,0,Received
292,3,9,0,5,0,1,6,1,3,0,1,0,Received
293,2,1,1,0,2,1,6,1,2,0,1,0,Not Received
294,2,9,2,5,2,1,6,1,1,0,1,0,Not Received
295,2,6,1,5,0,1,6,1,4,0,1,0,Received
296,3,1,0,3,0,1,6,1,5,0,1,0,Received
297,2,0,1,6,2,1,6,1,2,0,1,0,Not Received
298,2,7,0,3,0,1,6,1,2,0,1,0,Not Received
299,2,11,1,7,0,1,6,1,4,0,1,0,Received
300,2,7,2,3,0,1,6,1,4,0,1,0,Received
301,3,1,0,3,0,1,6,1,3,0,1,0,Received
302,3,5,1,5,0,1,6,1,2,0,1,0,Not Received
303,2,11,1,7,2,1,6,1,3,0,1,0,Received
304,2,0,1,3,2,1,6,1,3,0,1,0,Received
305,2,0,1,1,2,1,6,1,3,0,1,0,Received
306,2,1,1,7,0,1,6,1,3,0,1,0,Received
307,3,3,0,0,2,1,6,1,3,0,1,0,Received
308,2,0,1,6,2,1,6,1,3,0,1,0,Received
309,2,1,1,0,2,1,6,1,1,0,1,0,Not Received
310,3,4,0,6,2,1,6,1,2,0,1,0,Not Received
311,1,0,2,6,0,1,6,1,2,0,1,0,Not Received
312,2,0,1,3,0,1,6,1,2,0,1,0,Not Received
313,3,1,1,5,2,1,6,1,3,0,1,0,Received
314,2,4,1,6,2,1,6,1,4,0,1,0,Received
315,2,0,2,2,0,1,6,1,4,0,1,0,Received
316,2,0,0,3,0,1,6,1,4,0,1,0,Received
317,3,5,1,1,0,1,6,1,2,0,1,0,Not Received
318,2,1,1,2,0,1,6,1,2,0,1,0,Not Received
319,2,7,1,3,2,1,6,1,3,0,1,0,Received
320,3,4,2,2,2,1,6,1,3,0,1,0,Received
321,3,0,2,1,2,1,6,1,2,0,1,0,Not Received
322,2,9,2,7,0,1,6,1,3,0,1,0,Received
323,2,7,1,1,0,1,6,1,3,0,1,0,Received
324,3,9,1,5,2,1,6,1,3,0,1,0,Received
325,2,3,2,5,0,1,6,1,2,0,1,0,Not Received
326,1,0,2,6,2,1,6,1,3,0,1,0,Received
327,2,0,1,3,0,1,6,1,3,0,1,0,Received
328,2,1,1,2,0,1,6,1,3,0,1,0,Received
329,2,0,1,3,0,1,6,1,5,0,1,0,Received
330,1,7,2,3,2,1,6,1,4,0,1,0,Received
331,2,1,1,2,2,1,6,1,2,0,1,0,Not Received
332,2,4,1,3,2,1,6,1,2,0,1,0,Not Received
333,3,6,2,6,0,1,6,1,1,0,1,0,Not Received
334,2,7,1,3,2,1,6,1,3,0,1,0,Received
335,3,2,1,3,2,1,6,1,2,0,1,0,Not Received
336,2,9,2,5,2,1,6,1,2,0,1,0,Not Received
337,2,1,2,3,2,1,6,1,4,0,1,0,Received
338,3,1,1,2,2,1,6,1,3,0,1,0,Received
339,2,4,1,6,0,1,6,1,3,0,1,0,Received
340,3,4,1,5,2,1,6,1,2,0,1,0,Not Received
341,1,7,2,3,2,1,6,1,2,0,1,0,Not Received
342,3,0,1,2,0,1,6,1,3,0,1,0,Received
343,3,11,1,7,2,1,6,1,4,0,1,0,Received
344,3,1,0,0,2,1,6,1,3,0,1,0,Received
345,3,9,1,3,2,1,6,1,4,0,1,0,Received
346,3,7,0,5,0,1,6,1,5,0,1,0,Received
347,2,1,2,2,2,1,6,1,4,0,1,0,Received
348,2,2,1,6,2,1,6,1,2,0,1,0,Not Received
349,3,1,1,0,0,1,6,1,2,0,1,0,Not Received
350,3,1,1,1,0,1,6,1,2,0,1,0,Not Received
351,3,9,1,5,0,1,6,1,2,0,1,0,Not Received
352,2,4,1,6,0,1,6,1,3,0,1,0,Received
353,2,7,1,3,2,1,6,1,4,0,1,0,Received
354,3,0,1,6,2,1,6,1,3,0,1,0,Received
355,2,10,2,6,0,1,6,1,4,0,1,0,Received
356,2,1,2,3,0,1,6,1,4,0,1,0,Received
357,1,1,1,2,0,1,6,1,1,0,1,0,Not Received
358,2,7,1,0,0,1,6,1,3,0,1,0,Received
359,3,2,1,0,2,1,6,1,4,0,1,0,Received
360,2,10,0,3,0,1,6,3,1,0,1,0,Not Received
361,3,4,1,6,2,1,6,3,4,0,1,0,Received
362,2,9,1,3,2,1,6,3,2,0,1,0,Not Received
363,2,1,1,0,2,1,6,3,3,0,1,0,Received
364,2,0,1,6,2,1,6,3,2,0,1,0,Not Received
365,2,9,1,6,0,1,6,3,3,0,1,0,Received
366,2,6,1,3,2,1,6,3,1,0,1,0,Not Received
367,3,0,0,2,0,1,6,3,3,0,1,0,Received
368,3,1,1,2,2,1,6,3,1,0,1,0,Not Received
369,3,4,0,3,0,1,6,3,3,0,1,0,Received
370,2,1,1,2,0,1,6,3,1,0,1,0,Not Received
371,2,1,1,2,0,1,6,3,1,0,1,0,Not Received
372,2,0,2,3,2,1,6,3,4,0,1,0,Received
373,1,1,2,2,2,1,6,3,3,0,1,0,Received
374,2,7,1,3,0,1,6,3,3,0,1,0,Received
375,3,1,1,7,0,1,6,3,3,0,1,0,Received
376,2,9,1,1,2,1,6,3,3,0,1,0,Received
377,2,0,2,6,0,1,6,3,3,0,1,0,Received
378,2,0,1,2,0,1,6,3,1,0,1,0,Not Received
379,3,0,1,6,2,1,6,3,1,0,1,0,Not Received
380,1,1,2,7,0,1,6,3,3,0,1,0,Received
381,2,0,1,2,2,1,6,3,3,0,1,0,Received
382,2,4,2,6,0,1,6,3,3,0,1,0,Received
383,1,8,2,7,0,1,6,3,2,0,1,0,Not Received
384,3,4,1,0,2,1,6,3,3,0,1,0,Received
385,3,4,1,0,1,1,6,3,4,0,1,0,Received
386,2,6,1,6,0,1,6,3,4,0,1,0,Received
387,3,3,1,1,2,1,6,3,4,0,1,0,Received
388,1,11,2,7,2,1,6,3,5,0,1,1,Received
389,2,7,1,3,2,1,6,3,5,0,1,1,Received
390,3,5,3,6,0,1,6,3,3,0,1,0,Received
391,3,4,1,3,0,1,6,3,2,0,1,0,Not Received
392,2,0,1,6,0,1,6,3,2,0,1,0,Not Received
393,2,0,1,3,0,1,6,3,1,0,1,0,Not Received
394,2,0,1,2,0,1,6,3,3,0,1,0,Received
395,2,9,1,5,0,1,6,3,5,0,1,0,Received
396,3,7,1,3,0,1,6,3,2,0,1,0,Not Received
397,1,1,0,0,0,1,6,3,3,0,1,0,Received
398,2,6,1,6,2,1,6,3,4,0,1,0,Received
399,2,1,1,2,0,1,6,3,3,0,1,0,Received
400,3,7,2,3,0,1,6,3,4,0,1,0,Received
401,3,7,1,3,1,1,6,3,2,0,1,0,Not Received
402,1,1,1,3,2,1,6,3,2,0,1,0,Not Received
403,2,10,1,6,2,1,6,3,4,0,1,0,Received
404,2,1,1,0,0,1,6,3,1,0,1,0,Not Received
405,2,2,1,6,2,1,6,3,2,0,1,0,Not Received
406,3,7,0,1,0,1,6,3,4,0,1,0,Received
407,2,0,1,3,2,1,6,3,3,0,1,0,Received
408,2,7,1,3,0,1,6,3,2,0,1,0,Not Received
409,2,1,1,2,2,1,6,3,4,0,1,0,Received
410,2,0,1,3,0,1,6,3,4,0,1,0,Received
411,3,9,1,0,0,1,6,3,3,0,1,0,Received
412,1,1,1,2,0,1,6,3,3,0,1,0,Received
413,3,5,3,0,0,1,6,3,5,0,1,0,Received
414,2,2,1,0,2,1,6,3,4,0,1,0,Received
415,3,1,1,0,2,1,6,3,2,0,1,0,Not Received
416,2,6,2,2,2,1,6,3,1,0,1,0,Not Received
417,2,0,1,3,0,1,6,3,4,0,1,0,Received
418,1,7,1,3,2,1,6,3,3,0,1,0,Received
419,2,9,2,6,2,1,6,3,3,0,1,0,Received
420,3,1,1,0,2,1,6,3,3,0,1,0,Received
421,2,2,1,0,0,1,6,3,4,0,1,0,Received
422,3,1,1,0,0,1,6,3,2,0,1,0,Not Received
423,2,4,1,6,0,1,6,3,4,0,1,0,Received
424,2,1,1,0,2,1,6,3,2,0,1,0,Not Received
425,3,1,1,2,0,1,6,3,1,0,1,0,Not Received
426,3,4,1,1,0,1,6,3,4,0,1,0,Received
427,2,9,1,5,2,1,6,3,3,0,1,0,Received
428,3,11,1,7,2,1,6,3,3,0,1,0,Received
429,1,7,1,3,0,1,6,3,3,0,1,0,Received
430,2,6,0,6,0,1,6,3,1,0,1,0,Not Received
431,2,6,1,2,0,1,6,3,5,0,1,0,Received
432,1,6,2,6,2,1,6,3,3,0,1,0,Received
433,1,7,2,5,2,1,6,3,3,0,1,0,Received
434,3,7,1,7,0,1,6,3,2,0,1,0,Not Received
435,2,9,1,5,2,1,6,3,3,0,1,0,Received
436,2,3,1,2,2,1,6,3,2,0,1,0,Not Received
437,2,1,1,5,0,1,6,3,3,0,1,0,Received
438,2,0,0,6,0,1,6,3,3,0,1,0,Received
439,2,4,1,7,2,1,6,3,2,0,1,0,Not Received
440,2,9,1,5,0,1,6,3,3,0,1,0,Received
441,1,3,1,6,0,1,6,3,3,0,1,0,Received
442,1,1,0,2,0,1,6,3,3,0,1,0,Received
443,2,4,1,6,2,1,6,3,2,0,1,0,Not Received
444,2,0,1,2,0,1,6,3,2,0,1,0,Not Received
445,2,1,1,7,0,1,6,3,2,0,1,0,Not Received
446,2,9,1,5,0,1,6,3,5,0,1,1,Received
447,3,9,1,0,0,1,6,3,1,0,1,0,Not Received
448,3,9,1,0,0,1,6,3,1,0,1,0,Not Received
449,2,1,1,0,0,1,6,3,2,0,1,0,Not Received
450,3,9,1,0,0,1,6,3,3,0,1,0,Received
451,1,8,2,2,2,1,6,3,4,0,1,0,Received
452,3,4,1,6,0,1,6,3,4,0,1,0,Received
453,3,0,1,6,2,1,6,3,2,0,1,0,Not Received
454,2,9,1,5,2,1,6,3,2,0,1,0,Not Received
455,2,0,1,3,0,1,6,3,3,0,1,0,Received
456,3,4,1,5,2,1,6,3,2,0,1,0,Not Received
457,3,10,2,0,2,1,6,3,2,0,1,0,Not Received
458,3,3,1,0,0,1,6,3,3,0,1,0,Received
459,2,1,1,1,0,1,6,3,1,0,1,0,Not Received
460,2,0,2,2,0,1,6,3,2,0,1,0,Not Received
461,2,9,0,3,0,1,6,3,3,0,1,0,Received
462,3,6,1,6,2,1,6,3,5,0,1,0,Received
463,1,1,2,2,2,1,6,3,3,0,1,0,Received
464,1,7,1,3,0,1,6,3,2,0,1,0,Not Received
465,2,0,1,3,2,1,6,3,2,0,1,0,Not Received
466,2,4,1,1,0,1,6,3,1,0,1,0,Not Received
