,age,job,marital,education,housing,contact,month,day_of_week,duration,previous,poutcome,y,Promotion
70,2,0,1,6,2,0,9,4,5,0,1,0,1
71,2,7,1,7,0,1,4,2,1,0,1,0,0
72,3,0,1,7,0,0,4,3,3,0,1,1,1
73,1,9,2,5,2,0,4,3,3,0,1,0,1
74,3,3,0,5,2,0,7,1,5,5,3,1,1
75,1,1,1,2,2,0,0,2,2,0,1,0,0
76,2,0,0,3,0,0,3,1,5,0,1,1,1
77,1,8,2,3,0,0,5,0,3,0,1,1,1
78,2,7,1,3,0,1,3,4,1,0,1,0,0
79,3,1,1,0,0,0,6,0,2,0,1,0,0
80,3,6,1,2,0,0,6,2,3,0,1,0,1
81,2,3,1,6,2,0,1,2,2,0,1,0,0
82,2,1,1,0,2,0,1,2,3,0,1,0,1
83,1,7,2,2,2,1,6,3,1,0,1,0,0
84,1,0,1,6,2,0,1,2,1,0,1,0,0
85,2,6,1,6,0,0,7,4,3,0,1,0,1
86,3,5,1,0,2,1,4,3,2,0,1,0,0
87,2,2,1,6,2,0,3,2,4,0,1,1,1
88,1,9,1,2,2,0,6,0,1,0,1,0,0
89,1,0,2,6,2,0,7,0,1,0,1,0,0
90,2,9,1,5,0,1,4,4,2,0,1,0,0
91,1,0,0,6,2,0,1,1,4,0,1,0,1
92,1,6,2,6,0,1,4,1,4,0,1,0,1
93,2,10,1,2,2,0,0,1,3,0,1,0,1
94,3,2,1,3,0,0,7,2,3,0,1,0,1
95,3,1,1,1,0,0,1,2,2,0,1,0,0
96,2,1,2,3,0,0,5,4,3,0,1,1,1
97,3,9,1,7,0,0,0,0,4,0,1,1,1
98,2,0,2,6,2,0,5,1,3,4,2,0,1
99,2,9,1,5,2,0,3,4,3,0,1,0,1
100,1,8,2,2,2,0,6,1,3,0,1,0,1
101,2,9,0,7,2,1,6,4,4,0,1,0,1
102,3,0,1,6,2,1,3,2,4,0,1,1,1
103,2,3,1,0,0,1,6,4,4,0,1,1,1
104,1,9,0,3,2,1,4,3,2,0,1,0,0
105,2,9,2,5,2,0,1,3,2,0,1,0,0
106,2,9,2,5,0,0,0,4,4,0,1,0,1
107,3,1,1,1,2,0,1,0,4,0,1,0,1
108,2,0,1,3,0,0,6,4,2,1,2,0,0
109,2,7,1,3,2,1,4,0,3,0,1,0,1
110,2,0,0,3,2,0,3,4,3,0,1,0,1
111,1,0,2,3,2,1,4,4,3,1,2,0,1
112,1,7,1,3,2,0,7,3,2,0,1,0,0
113,1,1,1,2,2,1,6,3,3,0,1,0,1
114,2,2,1,6,0,1,4,0,1,0,1,0,0
115,3,1,1,5,0,0,6,0,1,0,1,0,0
116,2,10,1,5,0,1,4,0,2,0,1,0,0
117,1,4,2,6,2,0,6,1,4,0,1,1,1
118,2,4,1,0,0,1,4,4,1,0,1,0,0
119,1,0,2,3,2,0,6,2,1,1,2,0,0
120,2,2,2,6,2,1,4,0,1,0,1,0,0
121,3,0,1,3,0,1,6,3,2,0,1,0,0
122,2,2,0,5,0,0,3,2,1,0,1,0,0
123,2,1,1,7,2,0,3,3,1,0,1,0,0
124,3,5,1,3,2,0,1,4,4,0,1,1,1
125,3,0,1,0,2,0,3,3,2,0,1,0,0
126,1,9,1,5,0,0,3,1,3,0,1,0,1
127,2,2,1,2,2,0,7,3,1,1,2,0,0
128,4,5,0,0,0,0,4,0,4,0,1,1,1
129,1,1,2,2,0,0,3,4,1,0,1,0,0
130,2,2,1,6,2,1,4,0,4,0,1,0,1
131,3,2,1,6,2,1,4,2,1,0,1,0,0
132,3,5,0,0,2,1,6,4,2,0,1,0,0
133,2,4,1,6,0,0,4,2,3,0,1,1,1
134,2,1,2,1,2,1,6,4,2,0,1,0,0
135,1,9,2,6,2,0,1,4,2,0,1,0,0
136,2,1,1,0,2,0,3,2,3,0,1,0,1
137,1,1,2,3,2,0,3,0,3,0,1,0,1
138,1,9,2,5,2,0,1,2,1,0,1,0,0
139,2,1,1,5,0,1,6,1,1,0,1,0,0
140,2,7,1,1,2,0,6,3,2,0,1,0,0
141,2,0,1,3,0,1,6,0,5,0,1,0,1
142,2,1,2,1,0,0,7,2,4,1,2,0,1
143,1,6,1,6,2,0,4,1,5,0,1,1,1
144,3,5,1,5,0,0,5,3,4,2,2,1,1
145,2,1,1,0,2,0,6,4,3,0,1,0,1
146,2,10,2,5,0,0,7,3,3,0,1,0,1
147,1,1,1,0,0,0,0,1,1,0,1,0,0
148,2,4,1,6,0,0,1,4,5,0,1,1,1
149,1,0,1,3,2,1,6,2,4,0,1,0,1
150,2,1,1,2,2,1,6,0,3,0,1,0,1
151,1,8,2,7,0,0,6,3,4,5,3,1,1
152,2,10,2,1,2,0,7,3,1,1,2,0,0
153,1,1,1,3,2,0,6,4,1,0,1,0,0
154,1,0,2,6,0,1,6,0,1,0,1,0,0
155,1,0,2,6,2,0,6,0,1,0,1,0,0
156,2,9,2,5,0,1,6,4,1,0,1,0,0
157,2,9,2,6,2,0,1,3,2,0,1,0,0
158,2,1,1,3,0,0,3,4,3,0,1,0,1
159,3,0,1,3,0,0,1,4,3,0,1,0,1
160,3,7,1,7,0,1,6,0,3,0,1,0,1
161,3,1,1,0,2,1,4,3,4,0,1,0,1
162,1,9,2,5,2,0,7,0,3,0,1,0,1
163,2,0,1,6,2,0,7,1,2,0,1,0,0
164,2,9,1,5,2,0,7,3,2,0,1,0,0
165,1,7,1,3,2,0,3,2,1,0,1,0,0
166,3,0,1,2,0,0,9,2,2,1,2,0,0
167,2,2,1,6,2,0,7,2,2,1,2,0,0
168,1,9,0,3,2,0,3,4,2,0,1,0,0
169,4,4,1,7,0,0,9,0,5,0,1,1,1
170,3,0,1,6,2,0,7,4,3,0,1,0,1
171,2,0,2,3,0,1,6,3,4,0,1,0,1
172,2,9,0,3,2,0,3,2,1,0,1,0,0
173,1,4,2,6,0,0,3,4,4,0,1,0,1
174,1,0,2,6,2,0,6,0,2,1,2,0,0
175,2,2,1,5,0,1,4,4,2,0,1,0,0
176,2,0,1,3,2,0,3,2,5,0,1,0,1
177,1,7,2,0,2,1,6,2,4,0,1,0,1
178,2,1,1,0,0,0,6,3,3,0,1,0,1
179,1,7,2,3,2,0,3,4,1,0,1,0,0
180,2,0,1,3,0,1,3,0,3,0,1,0,1
181,1,0,1,3,0,1,6,1,2,0,1,0,0
182,3,0,1,5,2,0,0,2,4,0,1,1,1
183,2,2,1,0,0,1,4,3,1,0,1,0,0
184,2,9,2,6,2,1,4,1,1,0,1,0,0
185,2,6,1,5,2,1,4,1,4,0,1,0,1
186,2,0,2,6,2,0,6,3,4,1,2,0,1
187,3,1,0,0,1,1,4,2,4,0,1,0,1
188,3,7,0,3,2,1,4,2,1,0,1,0,0
189,2,9,1,6,0,0,0,2,3,1,2,0,1
190,2,4,1,2,2,0,1,0,3,0,1,0,1
191,1,1,1,2,0,1,6,3,2,0,1,0,0
192,2,9,1,3,2,0,1,0,1,0,1,0,0
193,2,2,1,2,2,0,6,0,3,0,1,0,1
194,2,0,1,6,2,0,7,1,4,0,1,0,1
195,1,7,1,2,2,1,6,2,3,0,1,0,1
196,1,1,1,2,2,0,6,1,1,0,1,0,0
197,3,0,0,6,2,1,4,4,2,0,1,0,0
198,2,0,1,3,0,0,3,2,3,0,1,0,1
199,3,4,0,6,2,1,6,0,5,0,1,0,1
200,1,0,1,6,2,0,1,3,4,1,3,1,1
201,3,4,1,6,2,0,3,1,2,0,1,0,0
202,1,0,1,6,0,0,1,2,1,0,1,0,0
203,3,6,1,0,0,1,6,2,2,0,1,0,0
204,3,7,1,1,0,1,6,0,5,0,1,1,1
205,2,0,2,3,0,0,0,0,3,0,1,0,1
206,2,1,1,3,2,0,0,1,1,0,1,0,0
207,1,0,2,6,2,0,7,0,1,0,1,0,0
208,1,0,1,6,2,0,6,4,5,1,3,1,1
209,1,1,1,2,0,0,6,2,1,1,2,0,0
210,2,7,0,2,2,0,3,4,2,0,1,0,0
211,1,7,2,6,2,1,4,3,1,0,1,0,0
212,2,4,1,2,0,1,7,1,1,0,1,0,0
213,3,2,1,6,0,0,0,2,1,0,1,0,0
214,1,7,0,3,0,1,6,4,5,0,1,0,1
215,3,9,1,5,0,0,1,4,1,0,1,0,0
216,2,0,2,6,0,0,3,4,3,0,1,0,1
217,2,1,0,0,0,0,7,2,1,0,1,0,0
218,1,9,1,6,0,1,4,2,3,0,1,0,1
219,2,0,0,2,0,1,6,4,4,0,1,0,1
220,2,9,2,5,2,0,3,1,4,0,1,0,1
221,1,7,1,3,2,0,7,4,1,1,2,0,0
222,3,5,1,6,2,1,6,3,2,0,1,0,0
223,2,1,1,2,2,1,4,3,2,0,1,0,0
224,2,9,2,3,2,0,1,3,2,0,1,0,0
225,2,1,2,2,2,1,6,2,2,0,1,0,0
226,2,2,1,6,0,0,0,0,1,1,2,0,0
227,2,1,0,1,2,0,0,0,3,0,1,0,1
228,2,7,1,2,0,1,4,0,1,0,1,0,0
229,3,0,1,0,2,0,7,1,1,0,1,0,0
230,3,11,1,0,0,1,6,3,4,0,1,0,1
231,2,4,2,6,2,0,3,3,3,0,1,0,1
232,3,2,1,6,2,0,3,2,5,0,1,0,1
233,3,5,1,6,2,0,1,2,5,0,1,0,1
234,3,1,1,0,0,0,3,0,4,0,1,0,1
235,3,5,0,0,0,0,6,0,3,0,1,0,1
236,1,0,1,6,2,0,1,2,5,0,1,0,1
237,2,9,1,5,0,0,0,2,3,0,1,0,1
238,2,1,1,1,2,1,4,1,1,0,1,0,0
239,3,5,1,3,0,0,3,2,2,0,1,0,0
240,2,0,1,5,2,0,0,1,4,1,2,0,1
241,3,0,1,6,2,1,6,1,2,0,1,0,0
242,2,4,1,7,2,1,4,0,2,0,1,0,0
243,2,6,1,3,2,0,0,4,3,0,1,0,1
244,2,7,2,3,2,1,6,3,3,0,1,0,1
245,3,4,0,6,0,1,4,2,1,0,1,0,0
246,2,1,1,2,2,0,0,3,3,0,1,0,1
247,1,0,2,6,2,0,3,1,2,0,1,0,0
248,2,1,2,1,2,0,7,4,4,0,1,0,1
249,2,9,2,2,2,0,7,4,2,0,1,0,0
250,2,7,1,3,2,0,3,4,2,0,1,0,0
251,1,0,1,3,0,0,4,1,2,1,2,1,0
252,1,7,2,2,0,1,3,4,4,0,1,0,1
253,3,5,1,0,0,0,7,3,2,0,1,0,0
254,2,7,0,3,2,0,3,1,4,0,1,0,1
255,2,1,1,2,2,1,6,4,3,0,1,0,1
256,3,9,1,5,0,0,8,2,4,3,3,1,1
257,1,0,2,6,2,0,3,3,1,0,1,0,0
258,3,0,1,3,2,0,3,4,4,0,1,0,1
259,2,9,2,2,0,1,6,1,1,0,1,0,0
260,2,9,1,5,2,1,6,3,2,0,1,0,0
261,3,2,0,6,2,1,6,1,2,0,1,0,0
262,1,9,2,5,0,0,6,2,2,1,2,0,0
263,2,9,1,6,1,0,1,2,5,0,1,1,1
264,2,1,1,2,0,0,0,2,4,0,1,1,1
265,3,1,1,0,2,0,1,2,1,0,1,0,0
266,1,6,2,6,2,0,6,4,1,0,1,0,0
267,3,1,2,0,0,0,3,4,2,0,1,0,0
268,2,0,2,3,2,0,6,0,3,1,2,0,1
269,3,1,0,0,2,0,0,2,3,1,2,0,1
270,3,6,1,6,0,1,6,1,4,0,1,0,1
271,1,9,2,6,2,0,6,0,2,0,1,0,0
272,1,1,1,2,0,0,3,3,4,0,1,1,1
273,2,9,0,5,2,0,1,3,3,0,1,0,1
274,1,9,1,5,0,0,4,4,4,1,2,0,1
275,2,6,1,5,0,0,0,3,3,1,2,0,1
276,3,5,1,2,0,1,6,2,1,0,1,0,0
277,1,2,1,3,2,0,7,4,3,0,1,0,1
278,3,5,0,0,2,1,8,0,2,0,1,0,0
279,2,1,1,0,2,1,4,0,4,0,1,0,1
280,2,1,1,1,0,0,6,3,1,0,1,0,0
281,1,1,1,1,1,1,6,0,1,0,1,0,0
282,2,0,1,6,2,1,4,0,2,0,1,0,0
283,1,1,0,3,0,1,4,1,1,0,1,0,0
284,3,9,0,2,0,0,7,4,3,0,1,0,1
285,1,0,2,6,2,0,3,1,3,0,1,0,1
286,2,2,1,5,0,1,4,4,3,0,1,0,1
287,2,1,1,7,2,1,6,1,2,0,1,0,0
288,3,1,1,0,0,0,3,0,1,0,1,0,0
289,2,0,1,3,2,0,7,1,2,0,1,0,0
290,2,7,1,3,2,0,7,1,3,1,2,0,1
291,2,0,1,1,0,0,3,2,1,0,1,0,0
292,2,1,2,0,2,1,4,2,2,0,1,0,0
293,2,1,1,0,2,1,6,1,5,0,1,0,1
294,3,1,1,0,2,1,6,3,3,0,1,0,1
295,1,7,1,3,2,1,4,4,3,0,1,0,1
296,2,7,1,3,0,0,3,2,5,0,1,1,1
297,2,0,1,3,0,0,3,1,2,0,1,0,0
298,2,9,2,5,0,0,3,3,4,0,1,0,1
299,2,0,2,5,0,1,6,1,2,0,1,0,0
300,3,0,1,0,0,0,0,0,3,0,1,0,1
301,3,1,1,0,2,1,6,2,2,0,1,0,0
302,2,7,1,3,0,0,7,3,1,1,2,0,0
303,2,1,2,7,0,0,0,0,1,0,1,0,0
304,1,9,1,6,0,0,1,4,3,0,1,0,1
305,3,5,1,2,2,1,6,0,1,0,1,0,0
306,2,10,0,3,0,0,7,2,1,0,1,0,0
307,1,2,1,6,0,0,1,1,1,0,1,0,0
308,1,8,2,3,0,0,8,0,4,0,1,1,1
309,1,3,1,6,2,0,1,4,3,0,1,0,1
310,1,0,2,6,2,0,7,2,4,0,1,0,1
311,2,9,1,5,2,0,6,2,1,0,1,0,0
312,1,1,1,2,0,0,3,3,2,0,1,0,0
313,3,9,1,5,2,0,6,1,1,0,1,0,0
314,1,4,1,6,0,0,1,3,4,0,1,0,1
315,2,1,1,2,2,0,6,2,2,0,1,0,0
316,1,7,1,7,2,1,4,4,4,0,1,0,1
317,2,1,1,2,0,1,6,4,2,0,1,0,0
318,1,0,1,6,2,0,1,3,1,0,1,0,0
319,3,1,1,5,2,0,6,3,2,1,2,0,0
320,2,4,1,6,0,0,1,3,4,0,1,0,1
321,1,7,2,3,0,0,3,3,2,0,1,1,0
322,2,9,2,5,0,1,6,4,1,0,1,0,0
323,2,1,1,0,0,0,0,1,5,0,1,1,1
324,2,1,0,2,2,0,3,4,2,0,1,0,0
325,1,9,1,6,2,0,1,4,2,0,1,0,0
326,1,0,2,6,0,0,6,4,2,0,1,0,0
327,1,0,2,6,0,0,9,1,3,0,1,1,1
328,2,0,2,3,0,0,6,3,1,0,1,0,0
329,2,7,2,3,2,1,6,2,2,0,1,0,0
330,1,0,1,3,2,0,8,1,2,0,1,0,0
331,4,5,0,0,2,0,0,2,3,0,1,0,1
332,3,0,1,3,2,0,7,0,3,0,1,0,1
333,2,1,1,2,2,0,0,0,2,1,2,0,0
334,2,0,1,1,2,1,6,2,2,0,1,0,0
335,2,3,1,6,2,0,6,3,1,0,1,0,0
336,2,1,2,2,1,1,4,0,1,0,1,0,0
337,1,0,1,3,2,1,6,2,1,0,1,0,0
338,2,11,1,0,0,1,6,3,3,0,1,0,1
339,3,0,0,6,0,1,6,0,1,0,1,0,0
340,3,9,1,3,0,0,3,3,4,0,1,0,1
341,1,1,2,1,2,0,6,0,4,0,1,0,1
342,1,9,1,5,2,0,1,4,1,0,1,0,0
343,2,7,1,3,0,1,6,2,1,0,1,0,0
344,1,0,0,6,2,1,6,3,3,0,1,0,1
345,2,2,1,6,0,1,4,0,1,0,1,0,0
346,2,4,1,6,0,0,1,1,5,0,1,0,1
347,2,1,1,5,0,1,4,2,3,0,1,0,1
348,1,10,1,6,2,0,3,2,5,0,1,0,1
349,2,1,1,1,0,1,6,2,4,0,1,0,1
350,1,9,1,6,2,0,6,1,1,0,1,0,0
351,3,4,1,6,0,1,4,2,4,0,1,0,1
352,2,2,0,6,0,1,6,2,2,0,1,0,0
353,3,0,0,7,2,0,6,4,1,0,1,0,0
354,2,0,1,6,2,0,1,3,4,1,2,0,1
355,1,1,2,2,0,0,6,0,4,0,1,0,1
356,2,1,1,0,0,1,4,0,1,0,1,0,0
357,1,10,1,5,2,1,7,3,4,0,1,1,1
358,1,1,2,2,2,0,4,3,2,2,3,1,0
359,1,1,0,0,0,1,4,4,3,0,1,0,1
360,2,1,1,1,0,1,6,2,2,0,1,0,0
361,1,8,2,3,0,0,6,3,1,0,1,0,0
362,2,3,1,2,0,1,4,3,3,0,1,0,1
363,2,9,1,2,2,1,6,4,3,0,1,0,1
364,1,10,2,3,0,0,6,2,4,0,1,0,1
365,2,9,2,6,2,1,1,2,3,0,1,0,1
366,3,0,1,6,0,1,6,2,2,0,1,0,0
367,1,9,0,3,0,0,3,4,3,0,1,0,1
368,2,9,1,6,2,0,1,4,4,0,1,0,1
369,1,1,1,2,2,0,6,1,2,0,1,0,0
370,2,0,2,3,2,0,7,4,2,1,2,0,0
371,2,1,0,2,2,0,3,1,2,0,1,0,0
372,1,0,2,3,0,0,4,1,1,0,1,0,0
373,1,0,2,6,0,0,3,2,4,0,1,0,1
374,1,0,2,6,0,0,5,0,2,1,2,0,0
375,1,1,1,0,2,0,6,0,4,0,1,0,1
376,1,0,2,6,2,0,1,0,1,2,2,0,0
377,2,9,1,5,2,0,3,2,4,0,1,0,1
378,1,8,2,7,2,0,9,4,3,3,2,0,1
379,3,0,0,6,2,0,3,4,2,0,1,0,0
380,2,9,1,5,0,1,6,0,2,0,1,0,0
381,1,9,1,5,0,0,3,2,1,0,1,0,0
382,2,6,1,6,2,0,1,4,4,0,1,0,1
383,2,1,1,2,2,0,7,3,2,0,1,0,0
384,2,7,1,3,0,0,0,2,2,0,1,0,0
385,4,5,0,5,2,0,3,2,2,0,1,0,0
386,2,9,1,5,2,0,1,2,3,0,1,0,1
387,3,9,1,3,0,0,8,2,3,0,1,1,1
388,1,1,2,2,0,0,3,4,5,0,1,1,1
389,2,4,0,6,0,0,6,1,4,0,1,0,1
390,2,4,1,3,2,1,6,2,3,0,1,0,1
391,1,0,2,6,0,0,0,2,5,0,1,0,1
392,3,6,1,3,2,0,3,3,2,0,1,0,0
393,2,0,2,6,0,0,1,4,2,0,1,0,0
394,2,7,1,5,0,0,6,2,3,0,1,0,1
395,1,6,1,6,2,0,7,0,1,0,1,0,0
396,1,9,1,5,2,0,1,3,5,0,1,1,1
397,2,7,0,3,2,0,7,0,5,0,1,0,1
398,3,7,1,3,2,0,5,2,2,3,2,1,0
399,1,1,2,5,2,0,6,2,1,1,2,0,0
400,4,0,1,0,2,0,6,0,4,2,3,1,1
401,2,7,2,3,2,0,6,0,1,0,1,0,0
402,3,0,1,3,0,1,6,4,2,0,1,0,0
403,1,0,2,6,2,0,1,2,2,0,1,0,0
404,1,8,2,2,2,1,8,3,5,0,1,1,1
405,2,7,1,3,2,0,0,0,1,0,1,0,0
406,2,4,1,3,0,1,6,0,1,0,1,0,0
407,3,5,1,1,0,1,6,2,3,0,1,0,1
408,3,0,0,3,2,0,6,1,2,1,2,0,0
409,1,0,1,6,0,0,7,1,4,0,1,0,1
410,2,1,1,2,2,1,6,2,4,0,1,0,1
411,3,10,1,0,2,0,6,4,5,0,1,0,1
412,1,0,2,3,0,0,4,0,1,0,1,0,0
413,2,0,2,6,2,1,6,3,1,0,1,0,0
414,1,0,1,6,0,0,3,4,4,0,1,0,1
415,2,9,1,3,0,0,6,1,4,1,2,0,1
416,2,1,1,2,0,0,6,4,3,0,1,0,1
417,2,4,1,6,0,0,7,4,4,0,1,0,1
418,2,1,1,0,0,0,3,2,2,0,1,0,0
419,2,9,0,6,2,0,1,0,4,3,3,1,1
420,1,0,2,3,1,0,4,2,2,0,1,0,0
421,2,4,1,6,0,0,3,1,3,0,1,0,1
422,2,0,1,6,0,0,1,1,4,0,1,1,1
423,1,4,2,6,2,0,6,1,1,0,1,0,0
424,2,9,1,6,2,1,6,3,1,0,1,0,0
425,2,1,1,2,2,0,6,2,4,0,1,0,1
426,1,8,2,6,0,0,7,1,2,0,1,1,0
427,2,9,1,2,2,0,8,3,3,1,3,0,1
428,1,9,2,3,0,0,6,1,3,0,1,0,1
429,3,1,1,0,2,0,1,3,3,0,1,0,1
430,2,0,2,6,0,1,4,1,4,0,1,0,1
431,1,1,2,5,2,1,6,1,1,0,1,0,0
432,3,0,1,3,2,0,3,0,1,0,1,0,0
433,1,1,2,6,1,0,9,2,5,0,1,1,1
434,2,0,0,6,2,0,1,3,1,0,1,0,0
435,1,8,2,3,2,1,4,1,4,1,3,1,1
436,1,0,2,3,2,0,6,0,2,0,1,0,0
437,2,1,1,1,0,1,6,3,3,0,1,0,1
438,2,0,1,6,2,0,1,3,2,0,1,0,0
439,1,1,1,2,2,0,6,3,2,1,2,0,0
440,3,0,1,6,0,0,1,2,3,0,1,0,1
441,2,4,2,7,0,1,6,0,2,0,1,0,0
442,2,3,1,3,2,1,6,0,3,0,1,0,1
443,1,7,2,6,1,0,3,4,3,0,1,0,1
444,1,9,2,6,2,0,1,4,3,0,1,0,1
445,2,9,0,5,0,0,1,4,2,0,1,0,0
446,2,11,1,2,0,0,1,3,2,0,1,0,0
447,3,11,1,1,0,0,3,0,1,0,1,0,0
448,3,4,1,6,0,1,1,3,2,0,1,0,0
449,2,1,1,0,2,1,3,3,1,0,1,0,0
450,1,4,0,2,2,0,6,4,2,0,1,0,0
451,1,10,2,3,0,0,6,0,1,0,1,0,0
452,3,7,0,1,2,1,4,3,3,0,1,0,1
453,1,1,2,3,2,0,6,4,4,0,1,0,1
454,2,9,1,5,2,0,1,3,2,0,1,0,0
455,2,3,1,0,0,1,6,1,1,0,1,0,0
456,2,9,1,6,0,0,2,4,4,2,2,1,1
457,3,0,1,3,2,0,1,4,1,0,1,0,0
458,2,0,1,7,2,0,7,2,3,0,1,0,1
459,2,0,1,6,2,0,3,3,1,0,1,0,0
460,2,0,0,6,0,1,6,1,1,0,1,0,0
461,2,0,1,5,0,0,0,1,1,0,1,0,0
462,1,0,2,6,0,0,0,4,3,0,1,0,1
463,1,0,1,6,2,0,1,4,2,0,1,0,0
464,2,0,1,3,2,1,4,4,5,0,1,1,1
465,2,0,1,6,0,0,1,4,4,2,3,0,1
466,2,0,1,6,2,0,1,4,2,0,1,0,0
467,3,3,0,2,0,0,3,1,3,0,1,0,1
468,1,0,2,3,2,0,3,4,2,0,1,0,0
469,2,0,1,6,2,0,1,3,3,0,1,0,1
470,2,7,1,7,2,0,7,2,4,0,1,0,1
471,2,1,1,0,2,1,4,4,1,0,1,0,0
472,3,1,0,7,0,0,3,1,1,0,1,0,0
473,2,0,1,6,0,1,4,0,5,0,1,1,1
474,3,9,0,1,2,0,3,1,2,0,1,0,0
475,2,7,0,3,0,0,7,2,4,0,1,0,1
476,1,1,1,3,0,0,5,3,5,0,1,1,1
477,3,9,1,6,2,0,1,1,4,0,1,0,1
478,2,1,2,3,2,0,6,0,1,1,2,0,0
479,2,0,1,6,0,1,3,1,3,0,1,0,1
480,1,9,1,6,0,1,0,2,2,0,1,0,0
481,2,1,1,1,0,0,3,4,4,0,1,0,1
482,3,9,0,7,2,0,3,0,1,0,1,0,0
483,1,1,2,0,2,0,3,1,2,0,1,0,0
484,2,4,0,6,2,1,6,1,2,0,1,0,0
485,1,9,2,5,2,1,6,3,3,0,1,0,1
486,2,1,1,2,0,0,0,3,4,0,1,0,1
487,2,9,1,2,0,0,6,3,4,0,1,1,1
488,1,0,0,3,0,0,6,2,2,0,1,0,0
489,1,0,2,6,2,0,1,4,2,0,1,0,0
490,1,9,1,6,2,0,1,1,2,0,1,0,0
491,2,9,0,5,0,1,6,4,4,0,1,0,1
492,2,4,1,6,0,1,6,2,2,0,1,0,0
493,1,7,1,7,2,0,4,3,1,0,1,0,0
494,2,1,1,2,0,1,6,2,3,0,1,0,1
495,1,0,1,3,2,1,6,0,3,0,1,0,1
496,2,1,1,0,0,1,6,4,3,0,1,0,1
